StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q15,Q16,Q17,Q19,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q38,Q41,Q39,Q40,Q56,Q5_1,Q5_2,Q46_1,Q46_2,Q46_3,Q47_1,Q47_2,Q48,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q14_1,Q23_1,Q24_1,Q25_1,Q26_1,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2,Q33,Q17,Q8,Q34,Q36,Q42,Q45#1_1,Q45#1_2,Q45#1_3,Q45#1_4,Q45#1_5,Q45#1_6,Q45#1_7,Q45#1_8,Q45#1_9,Q45#2_1,Q45#2_2,Q45#2_3,Q45#2_4,Q45#2_5,Q45#2_6,Q45#2_7,Q45#2_8,Q45#2_9,Q37,validation_code
8/15/19 15:41,8/15/19 15:53,IP Address,107.77.231.65,100,695,TRUE,8/15/19 15:53,R_6E79LKRStNH0dup,,,,,34.1394043,-118.2659988,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Health Sciences,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Very important,Somewhat important,Very important,Not important,Not important,Very important,Not important,Somewhat important,Very important,Somewhat important,Yourself,"Lived off campus,Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship",Yes,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Agree,Knowing the right people,76111,49933,99865,25910,58030,84,52,80,9,53,,,,,,My estimate was higher than the actual salary,,,,,,,a rich person,,,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Asian,"$25,000 - $29,999",,,Answer 1,,,,,,,,,,Answer 1,Answer 1,,,,,investment banker,31
8/15/19 15:50,8/15/19 15:57,IP Address,99.140.76.118,100,431,TRUE,8/15/19 15:57,R_273dezpMeiCE2V5,,,,,25.89059448,-80.17839813,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Natural Sciences,Somewhat important,Somewhat important,Not important,Very important,Very important,Very important,Not important,Somewhat important,Not important,Somewhat important,Not important,Very important,Somewhat important,Not important,Very important,Not important,Not important,Very important,Very important,Yourself,"Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Played club, intramural, or recreational sports",Yes,Yes,Liberal,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Hard work,44571,26857,54857,26286,30286,54,12,64,16,22,,,,Tired,,,,,,,,,,,,Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Black or African American,"$30,000 - $59,999",,,Answer 1,,,,,,,,,,,,Answer 1,,,,Investment banker,97
8/15/19 16:07,8/15/19 16:15,IP Address,99.88.38.245,100,520,TRUE,8/15/19 16:15,R_RaT5oifem632nO9,,,,,29.66789246,-95.33200073,anonymous,EN,"I consent, begin the study",29,Bachelor's degree,Public university,Humanities and Languages,Very important,Somewhat important,Not important,Very important,Somewhat important,Somewhat important,Not important,Very important,Somewhat important,Very important,Very important,Very important,Not important,Very important,Very important,Not important,Somewhat important,Somewhat important,Very important,Yourself,"Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship",Unsure,Yes,Liberal,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Knowing the right people,200000,39084,76280,15903,133693,25,30,20,10,31,,,intelligent,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Female,Black or African American,"$30,000 - $59,999",,,,Answer 1,,,,,,,,,,Answer 1,,,,,Electrical engineer ,66
8/15/19 16:27,8/15/19 16:35,IP Address,98.243.8.32,100,476,TRUE,8/15/19 16:35,R_3h47jku6b7jV8jg,,,,,42.51800537,-83.1576004,anonymous,EN,"I consent, begin the study",27,Professional degree,Public university,Social Sciences,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Yourself,"Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Voted in a national, state, or local election,Participated in a paid internship,Participated in leadership training",Yes,Yes,Liberal,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Knowing the right people,72507,18059,70889,49057,22102,50,50,50,50,50,,,,,,,,My estimate was higher than the actual salary,,,math,,,,,Agree,Agree,Disagree,Agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$25,000 - $29,999",,,,,,Answer 1,,,,,,,,,,,Answer 1,,janitor,71
8/8/19 16:04,8/8/19 16:43,IP Address,108.199.100.251,68,2344,FALSE,8/15/19 16:43,R_2QzfcELv5bs4IgL,,,,,,,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Public university,Social Sciences,Somewhat important,Somewhat important,Not important,Very important,Very important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Professor,"Lived off campus,Voted in a national, state, or local election",Yes,Yes,Liberal,Agree,Neutral,Agree,Agree,Strongly agree,Neutral,Disagree,Hard work,95277,66397,123617,26451,48043,88,68,95,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
8/15/19 16:48,8/15/19 16:56,IP Address,174.130.31.52,100,480,TRUE,8/15/19 16:56,R_2bWDcqKC91p97Pa,,,,,29.6967926,-95.54460144,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Private university,Engineering,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Parents,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus",Yes,Yes,Liberal,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Having a good education,89488,35310,80323,28571,41779,80,15,80,10,51,,,Suit,,,,,,,,,,,,,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$60,000 - $74,999",,,,,Answer 1,,,,,,,,,,Answer 1,,,,Electrical Engineer,58
8/15/19 17:44,8/15/19 17:45,IP Address,98.18.24.46,100,30,TRUE,8/15/19 17:45,R_1mwNz028xXkJR69,,,,,30.17590332,-83.03040314,anonymous,EN,"I consent, begin the study",29,Associate's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
8/15/19 18:12,8/15/19 18:12,IP Address,24.59.96.241,100,15,TRUE,8/15/19 18:12,R_3fCAHnt1jupS4mA,,,,,42.5941925,-76.18810272,anonymous,EN,"I consent, begin the study",30 or older,Doctorate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
8/15/19 18:04,8/15/19 18:13,IP Address,24.23.75.9,100,565,TRUE,8/15/19 18:13,R_3h0935se9h7RN2j,,,,,32.33810425,-110.9813995,anonymous,EN,"I consent, begin the study",28,Bachelor's degree,Public university,Humanities and Languages,Somewhat important,Very important,Not important,Somewhat important,Very important,Somewhat important,Not important,Very important,Very important,Not important,Somewhat important,Somewhat important,Not important,Very important,Not important,Somewhat important,Somewhat important,Very important,Very important,Professor,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship,Participated in study abroad",No,Yes,Extremely liberal,Disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Knowing the right people,46092,36388,85984,28302,32615,47,59,38,25,48,,,,,,,,,,My estimate was lower than the actual salary,,,,,Graduate student,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Attend graduate/professional school full-time,Male,White/Caucasian,"$30,000 - $59,999",,,Answer 1,,,,,,,,,,,,Answer 1,,,,Janitor at an office building,48
8/15/19 18:16,8/15/19 18:25,IP Address,68.195.0.131,100,523,TRUE,8/15/19 18:25,R_2XoBybDaxwAUaRi,,,,,40.88000488,-74.10310364,anonymous,EN,"I consent, begin the study",29,Bachelor's degree,Public university,Humanities and Languages,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Not important,Not important,Very important,Not important,Not important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Yourself,"Joined a fraternity or sorority or similar type of social house,Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus,Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship,Participated in study abroad",Unsure,Yes,Slightly liberal,Disagree,Disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Coming from a wealthy family,65768,42588,64690,28032,30189,72,55,83,10,50,Mentally perfunctory,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Male,White/Caucasian,"$30,000 - $59,999",Answer 1,,,,,,,,,,,Answer 1,,,,,,,Investment banker.,30
8/15/19 18:23,8/15/19 18:31,IP Address,50.35.71.26,100,479,TRUE,8/15/19 18:31,R_W6QQ1VuWB5SBbqh,,,,,47.67219543,-122.1257019,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Engineering,Somewhat important,Somewhat important,Not important,Very important,Very important,Somewhat important,Not important,Very important,Somewhat important,Very important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Parents,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Voted in a national, state, or local election,Participated in a paid internship",Yes,Yes,Slightly liberal,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Knowing the right people,70620,43127,70620,20216,33423,50,40,45,70,50,,,,,,My estimate was lower than the actual salary,,,,,,,,hardworking,,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,What they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Stay at home to be with or start a family,Female,White/Caucasian,"$75,000 - $99,999",,,,,,,,Answer 1,,,,,,,,Answer 1,,,electrical engineer,69
8/15/19 18:33,8/15/19 18:43,IP Address,68.32.167.46,100,618,TRUE,8/15/19 18:43,R_2Sk7eXzPo6GXGyh,,,,,34.73150635,-86.56539917,anonymous,EN,"I consent, begin the study",28,Bachelor's degree,Public university,Humanities and Languages,Somewhat important,Very important,Very important,Not important,Very important,Somewhat important,Very important,Not important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not important,Very important,Professor,"Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election",Yes,Yes,Slightly liberal,Disagree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Neutral,Knowing the right people,80593,36119,90836,21294,59030,80,35,90,11,42,,,,,,,,,,I am not sure,,writing,,,,Agree,Agree,Neutral,Agree,Disagree,What they deserve,"Give them food,Help them find a job","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Female,White/Caucasian,"$100,000 - $124,999",,,,,Answer 1,,,,,,,,,,,,Answer 1,,investment banker,19
8/15/19 19:06,8/15/19 19:13,IP Address,24.209.97.255,100,380,TRUE,8/15/19 19:13,R_29tZWDAwBxNlKZZ,,,,,39.68730164,-83.93840027,anonymous,EN,"I consent, begin the study",29,Professional degree,Private university,Social Sciences,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Not important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Yourself,"Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Voted in a national, state, or local election,Participated in a paid internship",Yes,Yes,Conservative,Agree,Neutral,Agree,Disagree,Agree,Disagree,Strongly disagree,Ambition,85445,53639,73854,11590,96496,43,47,50,5,73,,,,,smart,,,,,,,,,,,Disagree,Disagree,Neutral,Agree,Neutral,What they deserve,None of the above because people should help themselves,"Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Female,White/Caucasian,"$60,000 - $74,999",,,Answer 1,Answer 1,,,,,,,,Answer 1,,,,,,,janitioral ,18
8/15/19 19:14,8/15/19 19:25,IP Address,177.94.24.30,100,628,TRUE,8/15/19 19:25,R_25sT54HUYKvtO8q,,,,,-22.89509583,-47.04389954,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Natural Sciences,Very important,Very important,Very important,Very important,Very important,Very important,Not important,Not important,Very important,Very important,Not important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not important,Very important,Yourself,"Joined a fraternity or sorority or similar type of social house,Held a full-time job (approximately 35 hours a week) while taking classes,Had a roommate of a different race/ethnicity,Lived on campus,Played club, intramural, or recreational sports,Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship",Yes,Yes,Liberal,Disagree,Disagree,Neutral,Strongly agree,Disagree,Strongly agree,Strongly agree,Having a good education,50135,50135,78167,24259,48518,36,35,56,56,55,,,,,,,My estimate was higher than the actual salary,,,,,,,,researcher,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Much less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Male,Other Latina/o/x,"$15,000 - $24,999",,,Answer 1,,,,,,,,,,,Answer 1,,,,,janitor,93
8/15/19 19:27,8/15/19 19:34,IP Address,77.247.181.163,100,445,TRUE,8/15/19 19:34,R_3Jlq77s8o3zzld1,,,,,0,0,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Public university,Social Sciences,Not important,Somewhat important,Very important,Very important,Not important,Not important,Somewhat important,Very important,Not important,Very important,Not important,Somewhat important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Yourself,"Lived on campus,Lived off campus,Participated in a paid internship",Unsure,Unsure,Moderate,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Hard work,56950,49663,197571,25101,51552,59,49,90,12,50,neutral,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Strongly agree,Agree,What they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$30,000 - $59,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,investment banker,90
8/15/19 19:48,8/15/19 19:55,IP Address,50.45.206.118,100,435,TRUE,8/15/19 19:55,R_ah4Vw6ceOJZWOE9,,,,,45.49839783,-122.9570007,anonymous,EN,"I consent, begin the study",29,Professional degree,Public university,Humanities and Languages,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Very important,Not important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Very important,Not important,Not important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived on campus,Lived off campus,Voted in a national, state, or local election",Unsure,Yes,Extremely liberal,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Coming from a wealthy family,70081,35040,100539,20216,40162,81,41,95,21,40,,,,,,,,,,My estimate was lower than the actual salary,,,,low paid,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$60,000 - $74,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Janitor,24
8/15/19 19:49,8/15/19 20:04,IP Address,138.94.191.46,100,892,TRUE,8/15/19 20:04,R_2EbYHCQl4RIJvBt,,,,,-28.72709656,-49.22799683,anonymous,EN,"I consent, begin the study",26,Doctorate,Public university,Business,Not important,Not important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Not important,Not important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Somewhat important,Friends,"Joined a fraternity or sorority or similar type of social house,Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Played club, intramural, or recreational sports,Held a leadership position in an organization,Participated in a paid internship,Participated in study abroad,Participated in leadership training",Yes,Yes,Slightly conservative,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Hard work,60647,63612,123450,20485,90027,23,14,12,72,59,,,,good human,,,,,,,,,,,,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,What they deserve,Help them find a job,"Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$30,000 - $59,999",,Answer 1,,,,,,,,,Answer 1,,,,,,,,electrical engineer,61
8/15/19 21:16,8/15/19 21:22,IP Address,49.207.185.82,100,336,TRUE,8/15/19 21:22,R_2Cp5EnM3LkFZ109,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Public university,Health Sciences,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Employer,"Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Participated in a paid internship",No,No,Extremely liberal,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Having well-educated parents,128302,140970,130997,115903,143127,82,69,85,86,72,,,,MANAGER,,,,,,,,,,,,Agree,Strongly agree,Agree,Agree,Strongly agree,More than they deserve,"Give them food,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$150,000 - $199,999",Answer 1,,Answer 1,Answer 1,,Answer 1,,,,,Answer 1,,,Answer 1,Answer 1,,Answer 1,Answer 1,80000,19
8/15/19 21:26,8/15/19 21:29,IP Address,49.207.185.82,100,161,TRUE,8/15/19 21:29,R_2aIXtCj2aBIiqL6,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Public university,Health Sciences,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Parents,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Lived on campus",No,No,Extremely liberal,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Natural ability,154447,134232,126954,164151,145283,69,70,88,94,83,,,,,,,,,My estimate was higher than the actual salary,,,,75%,,,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,More than they deserve,"Give them money,Give them food","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$100,000 - $124,999",Answer 1,,,Answer 1,Answer 1,,Answer 1,Answer 1,,,Answer 1,Answer 1,,,Answer 1,,,Answer 1,89000,85
8/15/19 21:05,8/15/19 21:34,IP Address,73.242.232.148,100,1691,TRUE,8/15/19 21:34,R_1q83MqBnEkGL9tH,,,,,32.2901001,-106.7538986,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Public university,Social Sciences,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Not important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Not important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus,Voted in a national, state, or local election",Yes,Yes,Conservative,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Hard work,60647,18059,90296,10512,16442,69,10,74,5,6,,,,,,,,My estimate was equal to the actual salary,,,smart,,,,,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,What they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$30,000 - $59,999",Answer 1,Answer 1,Answer 1,,,,,,,,,,,Answer 1,,,,,investment banker,87
8/15/19 21:34,8/15/19 22:02,IP Address,103.225.124.66,100,1693,TRUE,8/15/19 22:02,R_xuyGw5khw1VUZC9,,,,,11.38020325,77.89440918,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Engineering,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Parents,"Had a roommate of a different race/ethnicity,Lived on campus,Voted in a national, state, or local election,Participated in a paid internship",Yes,Yes,Moderate,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Having a good education,60916,81132,71429,65768,106739,45,40,50,41,47,,,,,Skillful,,,,,,,,,,,Agree,Neutral,Agree,Neutral,Agree,What they deserve,"Give them money,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Male,Asian,"$60,000 - $74,999",Answer 1,Answer 1,Answer 1,,,,,,,,Answer 1,,,,,,,,"Janitor, Reporter, Geology, electrical engineer, investment banker",38
8/15/19 22:04,8/15/19 22:20,IP Address,103.225.124.66,100,958,TRUE,8/15/19 22:20,R_2U5X8hf5l106Qh6,,,,,11.38020325,77.89440918,anonymous,EN,"I consent, begin the study",29,Bachelor's degree,Public university,Engineering,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Parents,"Had a roommate of a different race/ethnicity,Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election",Yes,Yes,Moderate,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Having a good education,70350,82210,101078,89757,74124,36,39,45,30,47,,,,,,,,,,My estimate was higher than the actual salary,,,,,Skillful,Agree,Neutral,Agree,Agree,Agree,What they deserve,Expand student loan programs to increase participation in higher education,"Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Female,Asian,"$60,000 - $74,999",,Answer 1,,,,,,,,,,Answer 1,,,,,,,"Electrical Engineer, Reporter at a Local news paper, Geology research associate, Janitor at an office building, Investment banker.",53
8/15/19 23:06,8/15/19 23:11,IP Address,71.246.223.102,100,286,TRUE,8/15/19 23:11,R_8qaFYDhDb5LfRLj,,,,,39.13609314,-77.28240204,anonymous,EN,"I consent, begin the study",28,Bachelor's degree,Public university,Engineering,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Employer,"Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity",No,No,Moderate,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Natural ability,112399,106739,110782,106469,112399,40,53,78,74,70,,,,printer,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,What they deserve,"Give them food,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$60,000 - $74,999",Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,,,,,,,,,,engineer,15
8/15/19 22:59,8/15/19 23:16,IP Address,49.32.16.141,100,1060,TRUE,8/15/19 23:16,R_2CIbwRkw57ILiUT,,,,,18.98779297,72.83639526,anonymous,EN,"I consent, begin the study",29,Bachelor's degree,Private university,Engineering,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Parents,"Joined a fraternity or sorority or similar type of social house,Held a leadership position in an organization,Participated in a paid internship,Participated in leadership training",Yes,Yes,Liberal,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Having a good education,,743,4332,,,24,30,28,24,29,,,,,,,,My estimate was lower than the actual salary,,,Graduation,,,,,Strongly agree,Agree,Agree,Agree,Agree,Much more than they deserve,"Give them money,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"Less than $15,000",Answer 1,,,,,,,Answer 1,,Answer 1,Answer 1,,,,,,,,Electrical engineering,87
8/15/19 23:07,8/15/19 23:21,IP Address,174.221.11.130,100,840,TRUE,8/15/19 23:21,R_3PUhLgSsdOC2knp,,,,,41.94599915,-87.70330048,anonymous,EN,"I consent, begin the study",29,Bachelor's degree,Private university,Education,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Yourself,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Lived on campus,Lived off campus,Played club, intramural, or recreational sports,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in an unpaid internship",Yes,Yes,Liberal,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Ambition,80863,35310,40431,40970,40162,92,72,81,81,80,,,,uneducated,,,,,,,,,,,,Agree,Agree,Disagree,Agree,Disagree,Much less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Attend graduate/professional school full-time,Female,White/Caucasian,"$100,000 - $124,999",,,,,,,,Answer 1,,,,,,,,,Answer 1,,Elerctrical engineer ,13
